,,,,,,,image uploaded into results,is this image relevant to the qurey? 1 or 0,,,
a hyperactive dog,stanford_dogs,subjective,"""hyperactive"",""energetic"",""playful"",""excited"",""running"",""jumping"",""restless"",""high energy""","""calm"",""relaxed"",""lazy"",""sleepy"",""still"",""sitting"",""lying down"",""peaceful""",Feedback,6,stanford_hyperactive_dog.png,1,1,1,1
a hyperactive dog,stanford_dogs,subjective,"""hyperactive"",""energetic"",""playful"",""excited"",""running"",""jumping"",""restless"",""high energy""","""calm"",""relaxed"",""lazy"",""sleepy"",""still"",""sitting"",""lying down"",""peaceful""",Feedback,7,stanford_hyperactive_dog.png,1,1,1,1
a hyperactive dog,stanford_dogs,subjective,"""hyperactive"",""energetic"",""playful"",""excited"",""running"",""jumping"",""restless"",""high energy""","""calm"",""relaxed"",""lazy"",""sleepy"",""still"",""sitting"",""lying down"",""peaceful""",Feedback,8,stanford_hyperactive_dog.png,1,1,1,1
a hyperactive dog,stanford_dogs,subjective,"""hyperactive"",""energetic"",""playful"",""excited"",""running"",""jumping"",""restless"",""high energy""","""calm"",""relaxed"",""lazy"",""sleepy"",""still"",""sitting"",""lying down"",""peaceful""",Feedback,9,stanford_hyperactive_dog.png,1,1,1,1
a hyperactive dog,stanford_dogs,subjective,"""hyperactive"",""energetic"",""playful"",""excited"",""running"",""jumping"",""restless"",""high energy""","""calm"",""relaxed"",""lazy"",""sleepy"",""still"",""sitting"",""lying down"",""peaceful""",Feedback,10,stanford_hyperactive_dog.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,1,flickr_person_riding_bicycle.png,0,0,0,0
a person riding a bicycle,flicker,objective,,,CLIP,2,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,3,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,4,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,5,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,6,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,7,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,8,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,,,CLIP,9,flickr_person_riding_bicycle.png,0,0,0,0
a person riding a bicycle,flicker,objective,,,CLIP,10,flickr_person_riding_bicycle.png,0,0,0,0
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,1,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,2,flickr_person_riding_bicycle.png,0,0,0,0
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,3,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,4,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,5,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,6,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,7,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,8,flickr_person_riding_bicycle.png,1,1,1,1
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,9,flickr_person_riding_bicycle.png,0,0,0,0
a person riding a bicycle,flicker,objective,"riding, bicycle","sitting, posing",Feedback,10,flickr_person_riding_bicycle.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,1,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,2,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,3,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,4,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,5,flickr_dog_playing.png,0,0,0,0
a dog playing,flicker,objective,,,CLIP,6,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,7,flickr_dog_playing.png,0,0,0,0
a dog playing,flicker,objective,,,CLIP,8,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,9,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,,,CLIP,10,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,1,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,2,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,3,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,4,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,5,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,6,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,7,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,8,flickr_dog_playing.png,1,1,1,1
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,9,flickr_dog_playing.png,0,0,0,0
a dog playing,flicker,objective,"running, outdoor, energetic","sitting, posing, calm",Feedback,10,flickr_dog_playing.png,1,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,1,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,2,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,3,flickr_exciting_action_scene.png,0,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,4,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,5,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,6,flickr_exciting_action_scene.png,0,0,0,0
an exciting action scene,flicker,subjective,,,CLIP,7,flickr_exciting_action_scene.png,0,0,0,0
an exciting action scene,flicker,subjective,,,CLIP,8,flickr_exciting_action_scene.png,0,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,9,flickr_exciting_action_scene.png,0,1,1,1
an exciting action scene,flicker,subjective,,,CLIP,10,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,1,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,2,flickr_exciting_action_scene.png,1,1,0,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,3,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,4,flickr_exciting_action_scene.png,0,0,0,0
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,5,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,6,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,7,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,8,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,9,flickr_exciting_action_scene.png,1,1,1,1
an exciting action scene,flicker,subjective,"sports, jumping, running, movement","standing, sitting, calm, still, animals, animal, dog, dogs, cat, horse",Feedback,10,flickr_exciting_action_scene.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,1,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,2,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,3,flickr_joyful_moment.png,0,0,0,0
a joyful moment,flicker,subjective,,,CLIP,4,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,5,flickr_joyful_moment.png,0,0,0,0
a joyful moment,flicker,subjective,,,CLIP,6,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,7,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,8,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,,,CLIP,9,flickr_joyful_moment.png,0,1,1,1
a joyful moment,flicker,subjective,,,CLIP,10,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,1,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,2,flickr_joyful_moment.png,0,0,1,0
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,3,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,4,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,5,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,6,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,7,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,8,flickr_joyful_moment.png,0,0,0,0
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,9,flickr_joyful_moment.png,1,1,1,1
a joyful moment,flicker,subjective,"happy, smiling, scenery, celebration","sad, boring, animal, dog, sitting, football, american football, running, car",Feedback,10,flickr_joyful_moment.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,1,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,2,flickr_kid_having_fun.png,0,0,1,0
kid having fun,flicker,subjective,,,CLIP,3,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,4,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,5,flickr_kid_having_fun.png,0,0,0,0
kid having fun,flicker,subjective,,,CLIP,6,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,7,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,,,CLIP,8,flickr_kid_having_fun.png,0,0,0,0
kid having fun,flicker,subjective,,,CLIP,9,flickr_kid_having_fun.png,0,0,0,0
kid having fun,flicker,subjective,,,CLIP,10,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,1,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,2,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,3,flickr_kid_having_fun.png,0,0,0,0
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,4,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,5,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,6,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,7,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,8,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,9,flickr_kid_having_fun.png,1,1,1,1
kid having fun,flicker,subjective,"happy, smiling, active, kids, children","sad, standing, adults, adult, sitting, car, driving",Feedback,10,flickr_kid_having_fun.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,1,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,2,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,3,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,4,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,5,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,6,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,7,flickr_peaceful_scene.png,1,1,0,1
a peaceful scene,flicker,subjective,,,CLIP,8,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,,,CLIP,9,flickr_peaceful_scene.png,0,0,1,0
a peaceful scene,flicker,subjective,,,CLIP,10,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,1,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,2,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,3,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,4,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,5,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,6,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,7,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,8,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,9,flickr_peaceful_scene.png,1,1,1,1
a peaceful scene,flicker,subjective,"peace, calm, scenery, still, quiet","exciting, action, sports, jumping, movement, dark, crowd, shop",Feedback,10,flickr_peaceful_scene.png,1,1,1,1
a photo with motion blur,flicker,subjective,,,CLIP,1,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,,,CLIP,2,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,,,CLIP,3,flickr_photo_with_motion_blur.png,1,1,0,1
a photo with motion blur,flicker,subjective,,,CLIP,4,flickr_photo_with_motion_blur.png,1,1,0,1
a photo with motion blur,flicker,subjective,,,CLIP,5,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,,,CLIP,6,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,,,CLIP,7,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,,,CLIP,8,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,,,CLIP,9,flickr_photo_with_motion_blur.png,0,1,1,1
a photo with motion blur,flicker,subjective,,,CLIP,10,flickr_photo_with_motion_blur.png,1,0,0,0
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,1,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,2,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,3,flickr_photo_with_motion_blur.png,1,1,0,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,4,flickr_photo_with_motion_blur.png,1,1,0,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,5,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,6,flickr_photo_with_motion_blur.png,1,1,1,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,7,flickr_photo_with_motion_blur.png,0,1,1,1
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,8,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,9,flickr_photo_with_motion_blur.png,0,0,0,0
a photo with motion blur,flicker,subjective,"motion blur, blurred, movement","clear, sharp, still, static, steady",Feedback,10,flickr_photo_with_motion_blur.png,0,0,1,0
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,1,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,2,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,3,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,4,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,5,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,6,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,7,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,8,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,9,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",CLIP,10,obj-Clip-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,1,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,2,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,3,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,4,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,5,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,6,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,7,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,8,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,9,obj-Feed-1.png,1,1,1,1
a person wearing glasses,celebA,objective,"""Eyeglasses"", ""sunglasses"", ""reading glasses""","""NoEyeglasses"", ""no sunglasses"", ""no glasses""",Feedback,10,obj-Feed-1.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,1,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,2,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,3,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,4,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,5,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,6,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,7,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,8,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,9,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",CLIP,10,obj-Clip-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,1,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,2,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,3,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,4,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,5,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,6,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,7,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,8,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,9,obj-Feed-2.png,1,1,1,1
a person smiling,celebA,objective,"""Smiling"", ""happy"", ""cheerful"", ""laughing"", ""grinning""","""Neutral"", ""frowning"", ""serious"", ""sad"", ""unhappy""",Feedback,10,obj-Feed-2.png,1,1,1,1
a person looking guilty,celebA,subjective,"""worried"", ""nervous"", ""serious"", ""sad"", ""secretive"", ""uncomfortable""","""smiling"", ""happy"", ""confident"", ""laughing"", ""relaxed""",CLIP,1,sub-Clip-1.png,1,1,1,1
a person looking guilty,celebA,subjective,"""worried"", ""nervous"", ""serious"", ""sad"", ""secretive"", ""uncomfortable""","""smiling"", ""happy"", ""confident"", ""laughing"", ""relaxed""",CLIP,2,sub-Clip-1.png,1,1,1,1
